transaction_id,customer_id,transaction_date,amount,transaction_type,payment_method,payment_status,failure_reason,customer_age,customer_tenure_years,previous_successful_payments,previous_failed_payments,customer_lifetime_value,subscription_status,cart_value,time_since_failure_hours,recovery_attempts,contact_allowed,revenue_at_risk,predicted_probability,predicted_probability_percentage,recommended_action,simulated_recovered,simulated_recovered_revenue,action_success_probability
T005365,C11140,2026-05-11 07:43:32.227496,5849.52,subscription,Credit Card,failed,card_expired,21,1.05,7,3,12945.14,renewal_failed,0.0,53,0,True,5849.52,0.16416097234238763,16.416097234238762,ESCALATE,False,0.0,0.09849658340543258
T011754,C12995,2026-05-11 07:47:32.227496,1818.36,payment,Net Banking,failed,bank_declined,18,0.15,3,0,6139.67,not_applicable,0.0,36,2,True,1818.36,0.31126011028167966,31.126011028167966,RETRY,True,1818.36,0.18013409925351168
T041734,C13866,2026-05-11 09:06:32.227496,296.22,payment,Net Banking,failed,limit_exceeded,35,3.93,17,0,42148.26,not_applicable,0.0,19,0,True,296.22,0.7438403195590537,74.38403195590537,ALTERNATIVE_PAYMENT,True,296.22,0.806648303581101
T039118,C13119,2026-05-11 10:07:32.227496,1379.24,payment,Net Banking,failed,bank_declined,56,2.94,18,0,51417.61,not_applicable,0.0,21,0,True,1379.24,0.8144148344241177,81.44148344241177,ALTERNATIVE_PAYMENT,True,1379.24,0.8736940927029118
T022023,C14071,2026-05-11 10:32:32.227496,553.07,payment,Debit Card,abandoned,checkout_abandoned,23,0.47,4,2,5037.46,not_applicable,0.0,62,0,True,553.07,0.19608475114254778,19.608475114254777,ESCALATE,False,0.0,0.11765085068552866
T006932,C15031,2026-05-11 11:40:32.227496,709.28,subscription,Credit Card,failed,insufficient_funds,57,3.38,13,0,45176.92,renewal_failed,0.0,64,3,True,709.28,0.44365988490831265,44.36598849083126,ESCALATE,False,0.0,0.11619593094498754
T035611,C19327,2026-05-11 11:52:32.227496,2471.99,checkout,Debit Card,failed,network_error,33,4.48,13,2,43220.63,not_applicable,2784.38,60,0,True,2471.99,0.7054194970011156,70.54194970011156,RETRY,True,2471.99,0.7348775473010041
T041266,C16524,2026-05-11 12:47:32.227496,4371.1,payment,Credit Card,failed,network_error,59,4.84,8,0,25596.63,not_applicable,0.0,62,2,True,4371.1,0.6533202195016252,65.33202195016253,RETRY,True,4371.1,0.5879881975514627
T041876,C18031,2026-05-11 15:37:32.227496,2467.82,payment,Net Banking,failed,network_error,43,2.59,10,0,24608.14,not_applicable,0.0,19,1,True,2467.82,0.6902817680208985,69.02817680208985,RETRY,True,2467.82,0.6712535912188086
T014298,C12451,2026-05-11 16:29:32.227496,530.5,payment,UPI,failed,card_expired,60,4.0,11,2,32087.86,not_applicable,0.0,39,0,True,530.5,0.39880635681637017,39.88063568163702,ALTERNATIVE_PAYMENT,False,0.0,0.4788660389755517
T003829,C10691,2026-05-11 17:06:32.227496,1562.6,checkout,Debit Card,failed,network_error,42,1.46,8,2,19119.14,not_applicable,1911.08,54,0,False,1562.6,0.4466513369116522,44.665133691165224,DO_NOT_CONTACT,False,0.0,0.0
T045211,C15087,2026-05-11 18:17:32.227496,2212.93,payment,UPI,failed,insufficient_funds,46,4.46,11,1,20815.55,not_applicable,0.0,5,0,True,2212.93,0.5329117455436281,53.29117455436281,ESCALATE,True,2212.93,0.3197470473261768
T034933,C15648,2026-05-11 18:55:32.227496,2950.76,payment,Credit Card,abandoned,checkout_abandoned,28,2.99,13,2,43765.35,not_applicable,0.0,49,1,True,2950.76,0.5882538112521138,58.825381125211386,ESCALATE,False,0.0,0.3029522867512683
T007931,C13394,2026-05-11 18:56:32.227496,1199.19,checkout,UPI,abandoned,checkout_abandoned,21,0.22,1,1,1534.0,not_applicable,1328.63,3,0,True,1199.19,0.2611255358091931,26.11255358091931,ESCALATE,False,0.0,0.15667532148551586
T021531,C18238,2026-05-11 19:50:32.227496,5890.71,payment,Net Banking,failed,card_expired,22,3.88,12,1,31232.24,not_applicable,0.0,63,2,True,5890.71,0.3917915035563915,39.179150355639145,ALTERNATIVE_PAYMENT,False,0.0,0.3722019283785719
T010056,C11718,2026-05-11 20:13:32.227496,3016.17,subscription,Debit Card,failed,authentication_failed,52,1.31,8,3,16789.85,renewal_failed,0.0,18,2,True,3016.17,0.32738807224831806,32.73880722483181,ALTERNATIVE_PAYMENT,False,0.0,0.3110186686359022
T035518,C11146,2026-05-11 20:25:32.227496,692.54,payment,Wallet,failed,network_error,47,3.88,19,0,31186.93,not_applicable,0.0,39,1,True,692.54,0.8771296236166719,87.7129623616672,RETRY,True,692.54,0.8394166612550047
T021327,C11650,2026-05-11 21:14:32.227496,1852.41,payment,UPI,abandoned,checkout_abandoned,34,2.02,9,2,6668.76,not_applicable,0.0,71,0,True,1852.41,0.3572875575875314,35.72875575875314,ESCALATE,True,1852.41,0.21437253455251884
T031407,C10651,2026-05-11 21:22:32.227496,2080.55,payment,Wallet,failed,bank_declined,59,1.39,5,1,14046.83,not_applicable,0.0,9,0,True,2080.55,0.43190255589986937,43.19025558998694,RETRY,False,0.0,0.38871230030988246
T002649,C16116,2026-05-11 22:06:32.227496,5765.39,subscription,Credit Card,failed,card_expired,45,4.25,10,1,22530.25,renewal_failed,0.0,24,0,True,5765.39,0.42304168481742044,42.304168481742046,ALTERNATIVE_PAYMENT,False,0.0,0.5018896005765494
T031213,C17217,2026-05-11 23:35:32.227496,1580.91,checkout,Wallet,abandoned,checkout_abandoned,36,4.64,18,0,63020.24,not_applicable,2150.4,28,1,True,1580.91,0.8322712617163089,83.2271261716309,REMINDER,True,1580.91,0.7574305724588625
T005048,C19517,2026-05-12 00:15:32.227496,1490.85,payment,Net Banking,failed,network_error,33,3.59,16,1,14121.77,not_applicable,0.0,19,0,True,1490.85,0.825182719585576,82.5182719585576,RETRY,True,1490.85,0.8426644476270184
T013798,C11191,2026-05-12 00:32:32.227496,2212.65,payment,Wallet,failed,authentication_failed,54,2.41,13,2,10404.05,not_applicable,0.0,22,1,True,2212.65,0.5782888487171681,57.82888487171681,ALTERNATIVE_PAYMENT,True,2212.65,0.5993744062813097
T006317,C16844,2026-05-12 01:54:32.227496,3669.22,payment,Wallet,failed,authentication_failed,32,1.85,8,3,21682.77,not_applicable,0.0,36,1,True,3669.22,0.37757676265736045,37.757676265736045,ALTERNATIVE_PAYMENT,True,3669.22,0.40869792452449244
T026730,C15888,2026-05-12 02:03:32.227496,525.93,payment,UPI,failed,bank_declined,43,4.04,19,0,27476.13,not_applicable,0.0,34,1,True,525.93,0.851065241947465,85.1065241947465,ALTERNATIVE_PAYMENT,True,525.93,0.8585119798500916
T018356,C15723,2026-05-12 02:21:32.227496,3199.09,payment,Credit Card,abandoned,checkout_abandoned,42,3.62,9,3,35096.26,not_applicable,0.0,3,0,True,3199.09,0.5586664852434274,55.86664852434274,ESCALATE,False,0.0,0.3351998911460565
T029738,C16433,2026-05-12 02:28:32.227496,1063.34,subscription,Net Banking,abandoned,checkout_abandoned,58,2.64,13,2,45642.48,active,0.0,66,0,True,1063.34,0.5566598114334734,55.665981143347345,ESCALATE,False,0.0,0.333995886860084
T046305,C16199,2026-05-12 02:28:32.227496,384.15,payment,Credit Card,failed,card_expired,28,1.99,7,1,17237.42,not_applicable,0.0,21,3,True,384.15,0.3080659585018997,30.80659585018997,ESCALATE,False,0.0,0.0348395751011398
T024616,C15178,2026-05-12 03:40:32.227496,2139.91,subscription,UPI,failed,bank_declined,21,1.88,7,0,19762.54,renewal_failed,0.0,23,1,True,2139.91,0.5194453888267948,51.94453888267948,RETRY,True,2139.91,0.41750084994411535
T029548,C16921,2026-05-12 04:17:32.227496,1375.99,checkout,Wallet,abandoned,checkout_abandoned,22,0.76,4,5,10284.98,not_applicable,1888.92,37,1,True,1375.99,0.20428990453468204,20.428990453468206,ESCALATE,False,0.0,0.07257394272080922
T014012,C18847,2026-05-12 04:26:32.227496,2127.13,payment,Net Banking,abandoned,checkout_abandoned,21,0.33,0,2,500.0,not_applicable,0.0,38,1,True,2127.13,0.16164763942200824,16.164763942200825,ESCALATE,False,0.0,0.046988583653204935
T036793,C16199,2026-05-12 04:30:32.227496,1169.03,payment,Net Banking,abandoned,checkout_abandoned,28,1.99,7,1,17237.42,not_applicable,0.0,17,2,True,1169.03,0.438263473689102,43.8263473689102,ESCALATE,False,0.0,0.16295808421346117
T029031,C16880,2026-05-12 05:31:32.227496,2815.88,checkout,Net Banking,abandoned,checkout_abandoned,45,0.91,6,1,13824.64,not_applicable,3436.1,65,0,True,2815.88,0.25212216591480424,25.212216591480423,ESCALATE,False,0.0,0.15127329954888255
T021254,C19888,2026-05-12 06:25:32.227496,1233.65,payment,Net Banking,failed,limit_exceeded,50,0.42,7,0,13655.72,not_applicable,0.0,29,2,True,1233.65,0.2944006469232834,29.44006469232834,ESCALATE,False,0.0,0.07664038815397001
T005986,C12445,2026-05-12 07:14:32.227496,585.35,payment,Debit Card,abandoned,checkout_abandoned,57,2.53,11,1,18644.98,not_applicable,0.0,28,0,True,585.35,0.5146882722962627,51.46882722962627,ESCALATE,False,0.0,0.3088129633777576
T009070,C14656,2026-05-12 07:29:32.227496,3455.49,payment,Wallet,failed,card_expired,31,3.64,12,3,29417.41,not_applicable,0.0,7,0,True,3455.49,0.46555072683796367,46.55507268379637,ALTERNATIVE_PAYMENT,False,0.0,0.5422731904960655
T017134,C17006,2026-05-12 07:55:32.227496,8042.61,payment,UPI,failed,authentication_failed,29,4.88,17,3,18459.85,not_applicable,0.0,68,1,True,8042.61,0.6641609561830568,66.41609561830568,ALTERNATIVE_PAYMENT,False,0.0,0.6809529083739039
T017720,C10086,2026-05-12 10:55:32.227496,364.48,payment,Credit Card,failed,insufficient_funds,21,1.79,9,0,32202.08,not_applicable,0.0,72,0,True,364.48,0.3010222372483284,30.10222372483284,ESCALATE,False,0.0,0.18061334234899704
T031008,C12475,2026-05-12 14:51:32.227496,14950.26,payment,UPI,failed,network_error,53,2.97,9,2,6436.92,not_applicable,0.0,16,0,True,14950.26,0.5928484223734533,59.28484223734532,ALTERNATIVE_PAYMENT,False,0.0,0.5632060012547806
T047945,C18181,2026-05-12 15:02:32.227496,1241.72,payment,Wallet,failed,limit_exceeded,41,3.46,9,1,24384.79,not_applicable,0.0,69,1,True,1241.72,0.38839722491979056,38.83972249197905,ALTERNATIVE_PAYMENT,True,1241.72,0.41897736367380106
T045472,C11641,2026-05-12 15:24:32.227496,539.85,payment,Net Banking,abandoned,checkout_abandoned,20,4.55,16,0,39000.02,not_applicable,0.0,13,1,True,539.85,0.8078991326670416,80.78991326670416,REMINDER,True,539.85,0.7367142627669853
T018206,C10935,2026-05-12 15:43:32.227496,4553.24,subscription,Debit Card,failed,insufficient_funds,55,2.54,10,1,30427.79,renewal_failed,0.0,47,0,True,4553.24,0.28324348589503423,28.324348589503423,ESCALATE,True,4553.24,0.16994609153702053
T012506,C13664,2026-05-12 16:44:32.227496,1071.91,subscription,Credit Card,abandoned,checkout_abandoned,44,3.48,11,3,8580.98,cancelled,0.0,69,0,True,1071.91,0.48705847886329706,48.70584788632971,ESCALATE,False,0.0,0.2922350873179782
T040683,C14195,2026-05-12 17:52:32.227496,3959.88,checkout,Net Banking,abandoned,checkout_abandoned,23,0.24,2,1,3821.96,not_applicable,4436.28,31,0,True,3959.88,0.2088319735834583,20.883197358345832,ESCALATE,False,0.0,0.125299184150075
T004257,C14828,2026-05-12 18:18:32.227496,3587.55,payment,Credit Card,failed,network_error,26,4.63,17,1,44492.08,not_applicable,0.0,11,0,True,3587.55,0.890852708921679,89.0852708921679,RETRY,True,3587.55,0.9017674380295111
T049616,C12939,2026-05-12 20:59:32.227496,567.6,payment,Wallet,abandoned,checkout_abandoned,32,2.0,5,1,4487.48,not_applicable,0.0,11,3,True,567.6,0.4091503850428536,40.91503850428536,ESCALATE,False,0.0,0.09549023102571214
T023079,C17686,2026-05-12 21:24:32.227496,1470.18,payment,Wallet,abandoned,checkout_abandoned,21,3.49,16,0,17916.01,not_applicable,0.0,36,0,True,1470.18,0.7448092771451361,74.48092771451361,REMINDER,True,1470.18,0.7330878855733657
T018760,C11003,2026-05-12 22:40:32.227496,3531.45,subscription,Debit Card,failed,network_error,52,4.07,16,2,22354.68,renewal_failed,0.0,59,1,False,3531.45,0.7236673760961141,72.3667376096114,DO_NOT_CONTACT,False,0.0,0.0
T023693,C15510,2026-05-12 23:21:32.227496,2047.02,checkout,Debit Card,failed,card_expired,26,4.34,11,1,29014.9,not_applicable,2558.33,64,1,True,2047.02,0.37370114921773956,37.370114921773954,ALTERNATIVE_PAYMENT,False,0.0,0.40501609175685255
T013571,C14891,2026-05-12 23:51:32.227496,1554.17,checkout,Debit Card,failed,card_expired,52,1.45,11,1,38381.19,not_applicable,2155.76,26,0,True,1554.17,0.3242183850311407,32.42183850311407,ALTERNATIVE_PAYMENT,True,1554.17,0.4080074657795837
T007643,C13681,2026-05-13 00:02:32.227496,2746.4,payment,Credit Card,failed,card_expired,44,0.11,3,1,2258.72,not_applicable,0.0,34,0,True,2746.4,0.13994382859261847,13.994382859261847,ESCALATE,False,0.0,0.08396629715557108
T022210,C19759,2026-05-13 00:41:32.227496,563.18,subscription,Credit Card,failed,insufficient_funds,58,3.41,12,0,43028.69,renewal_failed,0.0,31,2,True,563.18,0.4875929583259155,48.75929583259155,ESCALATE,False,0.0,0.1925557749955493
T045710,C14035,2026-05-13 01:02:32.227496,8065.67,payment,UPI,failed,bank_declined,55,1.42,6,0,20324.03,not_applicable,0.0,57,3,True,8065.67,0.3713555251465436,37.13555251465436,ESCALATE,False,0.0,0.07281331508792613
T043929,C19234,2026-05-13 01:30:32.227496,1850.06,subscription,Credit Card,abandoned,checkout_abandoned,30,3.83,15,2,42563.89,cancelled,0.0,57,2,True,1850.06,0.6880216290092008,68.80216290092008,REMINDER,True,1850.06,0.5848183846578207
T028383,C13291,2026-05-13 02:44:32.227496,1295.86,payment,Credit Card,failed,network_error,26,0.75,3,2,10693.13,not_applicable,0.0,24,0,True,1295.86,0.3986772344385448,39.86772344385448,ALTERNATIVE_PAYMENT,True,1295.86,0.37874337271661757
T029510,C11988,2026-05-13 03:49:32.227496,961.47,payment,Wallet,abandoned,checkout_abandoned,37,2.74,5,3,17061.64,not_applicable,0.0,16,1,True,961.47,0.37540851750559323,37.54085175055933,ESCALATE,True,961.47,0.17524511050335595
T036370,C19964,2026-05-13 05:14:32.227496,1327.26,checkout,Credit Card,failed,network_error,37,4.56,12,2,41515.4,not_applicable,1774.34,6,2,True,1327.26,0.8079105162637745,80.79105162637745,RETRY,True,1327.26,0.7271194646373971
T040991,C13895,2026-05-13 06:31:32.227496,5433.99,payment,Debit Card,failed,bank_declined,51,0.54,2,2,4138.82,not_applicable,0.0,9,0,True,5433.99,0.2590835754616683,25.908357546166833,ESCALATE,False,0.0,0.155450145277001
T031473,C14886,2026-05-13 07:38:32.227496,1750.61,checkout,Wallet,failed,network_error,30,4.94,19,1,70492.47,not_applicable,2363.6,48,0,True,1750.61,0.8878641935118338,88.78641935118338,RETRY,False,0.0,0.8990777741606504
T024693,C10486,2026-05-13 07:39:32.227496,958.82,payment,Debit Card,failed,limit_exceeded,44,1.38,4,1,12496.83,not_applicable,0.0,49,2,True,958.82,0.2033424241325054,20.33424241325054,ESCALATE,False,0.0,0.022005454479503223
T030016,C16100,2026-05-13 09:48:32.227496,2125.66,payment,UPI,failed,card_expired,59,0.56,3,2,3410.76,not_applicable,0.0,64,1,True,2125.66,0.09951045438536656,9.951045438536656,ESCALATE,False,0.0,0.009706272631219925
T003555,C13946,2026-05-13 10:44:32.227496,4690.14,subscription,Credit Card,failed,network_error,50,1.24,3,2,11616.42,renewal_failed,0.0,61,1,False,4690.14,0.29797849017166195,29.797849017166193,DO_NOT_CONTACT,False,0.0,0.0
T043813,C11710,2026-05-13 10:49:32.227496,1951.67,payment,Net Banking,failed,network_error,44,0.87,5,1,19758.19,not_applicable,0.0,61,1,True,1951.67,0.36673873689411807,36.673873689411806,ALTERNATIVE_PAYMENT,False,0.0,0.29840180004941214
T035044,C11460,2026-05-13 10:54:32.227496,696.17,payment,Debit Card,failed,limit_exceeded,41,1.01,3,0,5843.73,not_applicable,0.0,14,0,True,696.17,0.24607703612875814,24.607703612875813,ESCALATE,False,0.0,0.14764622167725489
T047953,C11043,2026-05-13 10:56:32.227496,433.84,payment,Debit Card,abandoned,checkout_abandoned,56,3.74,14,1,42862.36,not_applicable,0.0,12,2,True,433.84,0.6909063546457734,69.09063546457735,REMINDER,False,0.0,0.5872704014489074
T003450,C13778,2026-05-13 14:40:32.227496,1689.56,checkout,Credit Card,failed,insufficient_funds,34,3.93,16,1,31388.68,not_applicable,1897.89,52,1,True,1689.56,0.5733670025272161,57.336700252721606,ESCALATE,False,0.0,0.2940202015163296
T041102,C17889,2026-05-13 14:52:32.227496,816.45,payment,Debit Card,failed,limit_exceeded,37,1.98,6,0,7345.73,not_applicable,0.0,29,3,True,816.45,0.32447491981222504,32.447491981222505,ESCALATE,False,0.0,0.044684951887334984
T034108,C14616,2026-05-13 14:54:32.227496,1089.77,payment,UPI,abandoned,checkout_abandoned,25,3.11,10,1,20363.08,not_applicable,0.0,55,0,True,1089.77,0.5103271903836983,51.032719038369834,ESCALATE,False,0.0,0.306196314230219
T029601,C10784,2026-05-13 16:00:32.227496,587.06,payment,Net Banking,abandoned,checkout_abandoned,33,2.77,5,1,19641.38,not_applicable,0.0,39,2,True,587.06,0.36976312728499483,36.97631272849948,ESCALATE,False,0.0,0.12185787637099688
T034030,C15019,2026-05-13 16:48:32.227496,1395.86,payment,UPI,failed,insufficient_funds,30,4.05,12,0,45363.41,not_applicable,0.0,23,1,True,1395.86,0.5626882437608615,56.268824376086144,ESCALATE,True,1395.86,0.2876129462565169
T045018,C15907,2026-05-13 17:18:32.227496,974.51,checkout,Credit Card,failed,limit_exceeded,47,4.24,10,0,13259.17,not_applicable,1029.43,19,2,True,974.51,0.5858370261724113,58.58370261724113,ALTERNATIVE_PAYMENT,False,0.0,0.5565451748637907
T031991,C19781,2026-05-13 18:10:32.227496,3070.94,payment,Credit Card,failed,bank_declined,30,0.16,1,2,1522.01,not_applicable,0.0,51,3,True,3070.94,0.20990624725650472,20.990624725650473,ESCALATE,False,0.0,0.0
T008249,C11346,2026-05-13 20:39:32.227496,1690.72,payment,Wallet,failed,limit_exceeded,34,4.52,14,1,36665.68,not_applicable,0.0,53,2,True,1690.72,0.6162205339125748,61.62205339125748,ALTERNATIVE_PAYMENT,True,1690.72,0.5854095072169461
T016743,C16016,2026-05-13 20:43:32.227496,2089.85,payment,Debit Card,failed,insufficient_funds,37,3.09,9,1,23425.24,not_applicable,0.0,63,2,True,2089.85,0.2835920378484796,28.35920378484796,ESCALATE,False,0.0,0.07015522270908775
T044914,C15885,2026-05-13 21:33:32.227496,2744.05,subscription,Credit Card,failed,bank_declined,58,3.3,8,1,12384.28,renewal_failed,0.0,60,0,True,2744.05,0.47296529774281354,47.29652977428135,RETRY,False,0.0,0.4256687679685322
T030174,C13826,2026-05-13 21:39:32.227496,1695.15,checkout,Wallet,failed,card_expired,38,4.8,15,1,38019.29,not_applicable,2317.46,65,0,True,1695.15,0.5314720329552381,53.147203295523816,ALTERNATIVE_PAYMENT,True,1695.15,0.6048984313074762
T003398,C17288,2026-05-13 22:04:32.227496,1484.46,subscription,Credit Card,failed,network_error,33,3.68,15,3,17740.7,renewal_failed,0.0,58,0,True,1484.46,0.7174381466534722,71.74381466534722,RETRY,False,0.0,0.745694331988125
T048590,C14869,2026-05-13 23:32:32.227496,3146.23,payment,Net Banking,failed,bank_declined,39,2.84,8,4,29693.19,not_applicable,0.0,10,1,True,3146.23,0.4895847322724199,48.95847322724199,RETRY,False,0.0,0.3906262590451779
T029643,C10522,2026-05-13 23:56:32.227496,1501.92,payment,Debit Card,failed,card_expired,50,2.03,9,1,17507.69,not_applicable,0.0,58,3,True,1501.92,0.23763074793904962,23.763074793904963,ESCALATE,False,0.0,0.0
T027351,C19247,2026-05-14 00:27:32.227496,685.1,payment,Debit Card,failed,insufficient_funds,54,1.27,7,1,8415.51,not_applicable,0.0,21,2,True,685.1,0.23730343658293815,23.730343658293815,ESCALATE,False,0.0,0.04238206194976288
T006230,C12333,2026-05-14 00:38:32.227496,291.2,subscription,Debit Card,failed,card_expired,21,0.16,1,0,2706.08,renewal_failed,0.0,35,2,True,291.2,0.11248135112622575,11.248135112622574,ESCALATE,False,0.0,0.0
T002024,C10745,2026-05-14 01:06:32.227496,1195.04,checkout,Credit Card,failed,bank_declined,21,2.47,9,1,12545.2,not_applicable,1443.37,4,2,True,1195.04,0.6398400110203275,63.98400110203275,ALTERNATIVE_PAYMENT,True,1195.04,0.6078480104693111
T047817,C17937,2026-05-14 01:20:32.227496,673.59,payment,Wallet,failed,authentication_failed,48,2.99,12,1,37155.89,not_applicable,0.0,46,1,True,673.59,0.5774713722529254,57.74713722529255,ALTERNATIVE_PAYMENT,True,673.59,0.598597803640279
T013140,C12514,2026-05-14 01:28:32.227496,536.3,payment,UPI,failed,network_error,34,4.66,22,2,20110.23,not_applicable,0.0,66,1,True,536.3,0.8785321648843167,87.85321648843167,RETRY,True,536.3,0.840678948395885
T005338,C17456,2026-05-14 02:21:32.227496,2510.61,payment,Credit Card,failed,authentication_failed,40,3.72,12,5,29624.5,not_applicable,0.0,23,0,True,2510.61,0.549380754649099,54.9380754649099,ALTERNATIVE_PAYMENT,True,2510.61,0.6219117169166439
T005006,C14504,2026-05-14 04:13:32.227496,897.01,checkout,Debit Card,failed,card_expired,21,1.38,9,1,18098.83,not_applicable,1140.29,66,0,True,897.01,0.2244456800314634,22.44456800314634,ESCALATE,False,0.0,0.13466740801887803
T015390,C10307,2026-05-14 04:48:32.227496,956.03,payment,Wallet,failed,limit_exceeded,42,4.48,14,2,37110.22,not_applicable,0.0,46,0,True,956.03,0.5978664520896416,59.78664520896416,ALTERNATIVE_PAYMENT,False,0.0,0.6679731294851595
T019266,C14122,2026-05-14 04:49:32.227496,582.49,checkout,UPI,failed,insufficient_funds,60,0.58,2,3,7019.26,not_applicable,866.56,54,1,True,582.49,0.09481787425220009,9.48178742522001,ESCALATE,False,0.0,0.006890724551320046
T038264,C15287,2026-05-14 05:36:32.227496,1610.33,payment,Net Banking,abandoned,checkout_abandoned,49,4.93,15,1,22536.18,not_applicable,0.0,48,1,True,1610.33,0.6937190855462211,69.37190855462211,REMINDER,False,0.0,0.6396612227142878
T036341,C16087,2026-05-14 07:07:32.227496,10348.83,checkout,UPI,failed,limit_exceeded,44,2.93,14,0,34024.35,not_applicable,11735.27,30,0,True,10348.83,0.5484569407145794,54.84569407145794,ALTERNATIVE_PAYMENT,False,0.0,0.6210340936788504
T044930,C13921,2026-05-14 07:53:32.227496,478.91,payment,UPI,abandoned,checkout_abandoned,45,2.88,11,0,18642.82,not_applicable,0.0,17,2,True,478.91,0.6226118098615976,62.26118098615976,REMINDER,True,478.91,0.529220038382358
T040332,C12602,2026-05-14 08:37:32.227496,4835.51,payment,Credit Card,abandoned,checkout_abandoned,43,0.72,3,0,3092.94,not_applicable,0.0,15,3,True,4835.51,0.3116600581441876,31.166005814418764,ESCALATE,False,0.0,0.03699603488651254
T045768,C19666,2026-05-14 08:50:32.227496,3959.68,payment,UPI,abandoned,checkout_abandoned,29,4.17,8,4,27521.39,not_applicable,0.0,28,2,True,3959.68,0.46315714998166485,46.315714998166484,ESCALATE,False,0.0,0.1778942899889989
T004657,C10095,2026-05-14 08:51:32.227496,3248.31,subscription,Wallet,failed,limit_exceeded,31,3.61,15,0,21938.2,renewal_failed,0.0,3,0,True,3248.31,0.7020402566422093,70.20402566422092,ALTERNATIVE_PAYMENT,True,3248.31,0.7669382438100988
T011426,C18755,2026-05-14 10:00:32.227496,13916.06,payment,Net Banking,failed,limit_exceeded,28,1.16,6,3,20540.37,not_applicable,0.0,6,1,True,13916.06,0.25112347362624066,25.112347362624064,ESCALATE,False,0.0,0.10067408417574437
T010123,C17732,2026-05-14 10:50:32.227496,1174.29,checkout,Net Banking,failed,limit_exceeded,25,0.55,4,1,12394.1,not_applicable,1676.21,72,1,True,1174.29,0.16724461647620903,16.724461647620902,ESCALATE,False,0.0,0.05034676988572541
T012742,C14087,2026-05-14 11:38:32.227496,3126.94,checkout,Wallet,failed,insufficient_funds,58,2.44,11,1,27887.52,not_applicable,3377.9,49,0,True,3126.94,0.3401575192006895,34.01575192006895,ESCALATE,False,0.0,0.2040945115204137
T006423,C11408,2026-05-14 13:03:32.227496,1175.74,subscription,UPI,failed,bank_declined,43,0.43,3,0,9294.73,renewal_failed,0.0,5,2,True,1175.74,0.3668546888438662,36.685468884386616,RETRY,True,1175.74,0.23016921995947956
T019316,C14082,2026-05-14 15:00:32.227496,1040.81,checkout,Net Banking,failed,authentication_failed,44,2.83,9,2,23298.77,not_applicable,1289.76,59,0,True,1040.81,0.40394535330903697,40.3945353309037,ALTERNATIVE_PAYMENT,False,0.0,0.48374808564358507
T010157,C13337,2026-05-14 15:37:32.227496,2730.96,payment,Credit Card,failed,insufficient_funds,32,0.56,5,2,4158.39,not_applicable,0.0,11,0,True,2730.96,0.20867258370197347,20.867258370197348,ESCALATE,False,0.0,0.12520355022118407
T001220,C11775,2026-05-14 16:00:32.227496,2231.4,payment,UPI,failed,limit_exceeded,27,0.63,5,2,13619.23,not_applicable,0.0,24,0,True,2231.4,0.24768369616214744,24.768369616214745,ESCALATE,False,0.0,0.14861021769728847
T005802,C11931,2026-05-14 16:43:32.227496,589.49,payment,Wallet,failed,limit_exceeded,40,4.02,14,1,43921.0,not_applicable,0.0,50,2,True,589.49,0.6048057783895532,60.48057783895532,ALTERNATIVE_PAYMENT,True,589.49,0.5745654894700755
T024763,C13761,2026-05-14 17:38:32.227496,1649.46,payment,Net Banking,abandoned,checkout_abandoned,36,3.84,18,1,55430.12,not_applicable,0.0,58,0,True,1649.46,0.7301327839030562,73.01327839030563,REMINDER,True,1649.46,0.7206128663175978
T000940,C11470,2026-05-14 18:11:32.227496,1854.06,payment,Wallet,failed,insufficient_funds,59,4.86,17,2,64702.42,not_applicable,0.0,63,2,True,1854.06,0.5786350668361641,57.86350668361641,ESCALATE,False,0.0,0.24718104010169842
T008502,C19973,2026-05-14 18:40:32.227496,1274.24,subscription,UPI,abandoned,checkout_abandoned,20,3.2,16,3,27942.75,active,0.0,64,0,True,1274.24,0.6727159070143003,67.27159070143003,REMINDER,True,1274.24,0.6718085209621552
T034393,C13795,2026-05-14 19:33:32.227496,6731.68,payment,Debit Card,abandoned,checkout_abandoned,40,1.15,7,2,10911.98,not_applicable,0.0,23,2,True,6731.68,0.32175206612014406,32.17520661201441,ESCALATE,False,0.0,0.09305123967208642
T040494,C13918,2026-05-14 19:42:32.227496,7423.27,checkout,Net Banking,failed,bank_declined,23,4.87,18,1,52751.22,not_applicable,10760.73,5,2,False,7423.27,0.8488728120048663,84.88728120048663,DO_NOT_CONTACT,False,0.0,0.0
T004300,C12301,2026-05-14 21:02:32.227496,1861.17,payment,UPI,failed,card_expired,26,1.44,7,1,20371.18,not_applicable,0.0,56,0,True,1861.17,0.22018752546784548,22.018752546784548,ESCALATE,False,0.0,0.13211251528070728
T021054,C19103,2026-05-14 21:17:32.227496,2347.74,checkout,UPI,failed,authentication_failed,56,0.83,2,2,2573.88,not_applicable,3379.14,58,3,False,2347.74,0.17240489572477194,17.240489572477195,DO_NOT_CONTACT,False,0.0,0.0
T043739,C15060,2026-05-14 22:50:32.227496,4185.52,checkout,Credit Card,failed,bank_declined,58,2.6,10,3,7585.21,not_applicable,4458.37,9,0,True,4185.52,0.5528152594678226,55.28152594678226,RETRY,False,0.0,0.49753373352104036
